SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
1292,PSMD14,UBC,O35593,P0CG48,No 3D Structure,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
1293,BRAF,YWHAQ,P28028,P68254,No 3D Structure,No 3D Structure
1294,DESI1,UBQLN4,Q6ICB0,Q9NRR5,3EBQ,No 3D Structure
1295,HSPA4,TP53,O88600,Q12888,No 3D Structure,"1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
1296,TIMMDC1,NDUFV1,Q9NPL8,Q91YT0,No 3D Structure,"6G2J, 6G72, 6ZR2, 6ZTQ, 7AK5, 7AK6, 7B93, 7PSA, 8C2S, 8CA3, 8CA4, 8CA5, 8IAO, 8IAP, 8IB4, 8IB5, 8IB9, 8IBA, 8IBD, 8IBE, 8IC2, 8IC3, 8OLT, 8OM1, 8PW5, 8PW6, 8PW7, 8RGP, 8RGQ, 8RGR, 8RGT, 8UCA, 8XNL, 8XNM, 8XNN, 8XNO, 8XNP, 8XNQ, 8XNR, 8XNS, 8XNT, 8XNU, 8XNV, 8XNW, 8XNX, 8XNY, 8XNZ, 8XO0"
1297,ITPR3,VDAC1,Q8WN95,Q9MZ16,No 3D Structure,No 3D Structure
1298,SVIP,VCP,Q8NHG7,P42660,No 3D Structure,No 3D Structure
1299,SDHAF1,SDHA,A6NFY7,P31040,No 3D Structure,"6VAX, 8DYD, 8DYE, 8GS8"
1300,SORL1,APOE,Q92673,P0DKW7,"2DM4, 3G2S, 3G2T, 3WSX, 3WSY, 3WSZ, 7VT0",No 3D Structure
1301,UBXN2A,UBXN10,P68543,Q96LJ8,No 3D Structure,No 3D Structure
1302,PMPCB,UQCRC2,O75439,P22695,No 3D Structure,"5XTE, 5XTH, 5XTI"
1303,ENO1,TPI1,Q9C9C4,P60174,No 3D Structure,"1HTI, 1KLG, 1KLU, 1WYI, 2IAM, 2IAN, 2JK2, 2VOM, 4BR1, 4E41, 4POC, 4POD, 4UNK, 4UNL, 4ZVJ, 6C2G, 6D43, 6NLH, 6UP1, 6UP5, 6UP8, 6UPF, 7RDE, 7SX1, 7T0Q, 7UXB, 7UXV"
1304,ENO1,GAPDH,Q9C9C4,P04406,No 3D Structure,"1U8F, 1ZNQ, 3GPD, 4WNC, 4WNI, 6ADE, 6IQ6, 6M61, 6YND, 6YNE, 6YNF, 6YNH, 8DNS, 8G12, 8G13, 8G14, 8G15, 8G16, 8G17, 8P5F"
1305,SRSF3,TRA2B,P84103,Q3ZBT6,"2I2Y, 2I38, 9ASQ",No 3D Structure
1306,IDH3A,ACO2,Q9D6R2,Q94A28,No 3D Structure,No 3D Structure
1307,IDH2,ACO2,P28241,Q94A28,"3BLV, 3BLW, 3BLX",No 3D Structure
1308,PSMA1,PSMD11,Q9V2V6,O00231,No 3D Structure,"5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1309,ALB,APOA1,Q28522,P0DMA9,No 3D Structure,No 3D Structure
1310,HNRNPU,SYNCRIP,Q8VEK3,O60506,No 3D Structure,"2DGU, 2MXT, 2NBB, 6KOR"
1311,NONO,RBM14,Q5FVM4,Q8C2Q3,No 3D Structure,No 3D Structure
1312,TLR2,CLEC7A,O60603,B2RYG9,"1FYW, 1FYX, 1O77, 2Z7X, 2Z80, 6NIG, 8AR0",No 3D Structure
1313,DLD,OGDHL,Q94AX4,Q9ULD0,No 3D Structure,No 3D Structure
1314,CELF1,HNRNPC,Q4QQT3,P07910,No 3D Structure,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4"
1315,SRSF2,TRA2B,Q62093,Q3ZBT6,No 3D Structure,No 3D Structure
1316,STAT5B,STAT3,P51692,Q6DV79,"6MBW, 6MBZ",No 3D Structure
1317,CCL2,CCL11,M4IRL4,P51671,No 3D Structure,"1EOT, 2EOT, 2MPM, 7SCS"
1318,APOA1,APOC1,P0DMA9,P02654,No 3D Structure,"1ALE, 1ALF, 1IOJ, 1OPP, 6DVU, 6DXR, 6DZ6, 6NF3"
1319,GLRX3,BOLA2B,Q5XJ54,Q9H3K6,No 3D Structure,No 3D Structure
1320,UBE4B,VCP,O95155,P42660,"2KRE, 3L1X, 3L1Z, 5O75",No 3D Structure
1321,LRP1,A2M,Q94CK9,Q61838,No 3D Structure,No 3D Structure
1322,HP,APOA1,Q9SCK3,P0DMA9,"8UCY, 8UCZ, 8UD0",No 3D Structure
1323,IFNAR2,STAT1,O35664,Q764M5,No 3D Structure,No 3D Structure
1324,APP,CLU,A2VEY9,A1ZAB5,No 3D Structure,No 3D Structure
1325,DCTN2,DYNC1H1,Q7K2D2,Q14204,No 3D Structure,"5NUG, 5OWO, 6F1T, 6F1U, 6F1V, 6F1Y, 6F38, 6F3A, 7Z8F, 7Z8G, 7Z8H, 7Z8I, 7Z8J, 7Z8K, 7Z8L, 8DYU, 8DYV, 8FCY, 8FD6, 8FDT, 8FDU, 8PQV, 8PQW, 8PQY, 8PQZ, 8PR0, 8PR1, 8PR2, 8PR3, 8PTK"
1326,TNF,TRAF6,Q7TS55,B6CJY4,"2Q8O, 2QDN, 3B9I, 3FC0, 7E57, 7KHX",No 3D Structure
1327,CASP1,IL18,Q9SIH4,Q14116,No 3D Structure,"1J0S, 2VXT, 3F62, 3WO2, 3WO3, 3WO4, 4EEE, 4EKX, 4HJJ, 4R6U, 4XFS, 4XFT, 4XFU, 7AL7, 8J6K, 8SPB, 8SV1, 8URV"
1328,JAK3,STAT3,Q62137,Q6DV79,No 3D Structure,No 3D Structure
1329,TIMMDC1,NDUFV3,Q9NPL8,P56181,No 3D Structure,"5XTB, 5XTD, 5XTH, 5XTI"
1330,ATXN2,PABPC1,O70305,P11940,No 3D Structure,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO"
1331,CCR3,CCL2,P51677,M4IRL4,7X9Y,No 3D Structure
1332,APBA1,APP,B2RUJ5,A2VEY9,6LNM,No 3D Structure
1333,APOA1,CLU,P0DMA9,A1ZAB5,No 3D Structure,No 3D Structure
1334,ALB,FN1,Q28522,P11276,No 3D Structure,"1MFN, 2MFN"
1335,ISCA2,IBA57,Q86U28,Q5T440,No 3D Structure,"6GEU, 6QE3, 6QE4"
1336,JAK3,STAT5A,Q62137,P42229,No 3D Structure,"7TVA, 7TVB, 7UBT, 7UC6, 7UC7"
1337,TIMMDC1,NDUFB6,Q9NPL8,O95139,No 3D Structure,"5XTC, 5XTD, 5XTH, 5XTI"
1338,RAF1,YWHAB,A7E3S4,P31946,No 3D Structure,"2BQ0, 2C23, 4DNK, 5N10, 6A5Q, 6BYK, 6GN0, 6GN8, 6GNJ, 6GNK, 6GNN, 6HEP, 6YGJ, 8DP5, 8EQ8, 8EQH"
1339,RAF1,YWHAH,A7E3S4,Q04917,No 3D Structure,"2C63, 2C74, 7NMZ"
1340,KIF5B,KLC4,P33176,Q9NSK0,"1BG2, 1MKJ, 2P4N, 3J8X, 3J8Y, 4HNA, 4LNU, 5LT0, 5LT1, 5LT2, 5LT3, 5LT4, 6OJQ, 7RIK, 7TR1, 7TR2, 8IXA, 8IXB, 8IXD, 8IXE, 8IXF, 8IXG, 8RHB, 8RHH, 8RIK, 8RIZ, 9GNQ",No 3D Structure
1341,TIMMDC1,NDUFS2,Q9NPL8,O75306,No 3D Structure,"5XTB, 5XTC, 5XTD, 5XTH, 5XTI"
1342,BCL2L1,VDAC1,Q07817,Q9MZ16,"1BXL, 1G5J, 1LXL, 1MAZ, 1R2D, 1R2E, 1R2G, 1R2H, 1R2I, 1YSG, 1YSI, 1YSN, 2B48, 2LP8, 2LPC, 2M03, 2M04, 2ME8, 2ME9, 2MEJ, 2O1Y, 2O2M, 2O2N, 2P1L, 2PON, 2YJ1, 2YQ6, 2YQ7, 2YXJ, 3CVA, 3FDL, 3FDM, 3INQ, 3IO8, 3PL7, 3QKD, 3R85, 3SP7, 3SPF, 3WIZ, 3ZK6, 3ZLN, 3ZLO, 3ZLR, 4A1U, 4A1W, 4AQ3, 4BPK, 4C52, 4C5D, 4CIN, 4EHR, 4HNJ, 4IEH, 4PPI, 4QVE, 4QVF, 4QVX, 4TUH, 4Z9V, 5AGW, 5AGX, 5B1Z, 5C3G, 5FMJ, 5FMK, 5VAY, 5VX3, 6BF2, 6DCN, 6DCO, 6F46, 6GL8, 6HJL, 6IJQ, 6LHD, 6O0K, 6O0L, 6O0M, 6O0O, 6O0P, 6QG8, 6QGG, 6QGH, 6QGJ, 6QGK, 6RNU, 6ST2, 6UVC, 6UVD, 6UVE, 6UVF, 6UVG, 6UVH, 6VWC, 6X7I, 6YLI, 6ZHC, 7CA4, 7JGV, 7JGW, 7LH7, 7XGF, 7XGG, 7Y8D, 7YAA, 7YB7, 8FY0, 8IQK, 8IQL, 8U27, 8VWX, 8VWZ, 8VXM, 8VXN, 8WLS, 8XP5, 8ZEB, 9AQZ",No 3D Structure
1343,TIMMDC1,NDUFB8,Q9NPL8,O95169,No 3D Structure,"5XTC, 5XTD, 5XTH, 5XTI"
1344,DNAJC19,HSPA9,Q96DA6,P38646,No 3D Structure,"3N8E, 4KBO, 6NHK, 6P2U, 6PMT, 9BLS, 9BLT, 9BLU"
1345,VCP,VCPKMT,P42660,Q9H867,No 3D Structure,"4LG1, 7OAT, 8HL6, 8HL7"
1346,NCSTN,APP,P57716,A2VEY9,No 3D Structure,No 3D Structure
1347,SNX6,SNX5,Q6P8X1,Q9Y5X3,No 3D Structure,"1SYS, 5TGH, 5TGI, 5TGJ, 5WY2, 6N5X, 6N5Y, 6N5Z, 8A1G, 8ABQ, 8AFZ"
1348,PSEN1,NOTCH1,A0A024R6A3,P21783,No 3D Structure,No 3D Structure
1349,KIF5A,KLC4,Q6QLM7,Q9NSK0,"2KIN, 3KIN",No 3D Structure
1350,KLC3,KIF5A,Q91W40,Q6QLM7,No 3D Structure,"2KIN, 3KIN"
1351,DYNC1I1,DCTN1,O14576,A0A287B8J2,No 3D Structure,"6ZNL, 7Z8F, 8PQW, 8PQZ, 8PR0, 8PR5, 8PTK"
1352,BCL2,BID,Q9JJV8,P55957,No 3D Structure,"1ZY3, 2BID, 2KBW, 2M5B, 2M5I, 4BD2, 4QVE, 4ZEQ, 4ZIG, 4ZII, 5AJJ, 5C3F, 7M5A, 7M5B, 7P33, 7QTW, 8SM5"
1353,BCL2,VDAC1,Q9JJV8,Q9MZ16,No 3D Structure,No 3D Structure
1354,DCTN2,DYNC1I1,Q7K2D2,O14576,No 3D Structure,No 3D Structure
1355,BRAF,HSP90AB1,P28028,P08238,No 3D Structure,"1QZ2, 1UYM, 2L6J, 3FWV, 3NMQ, 3PRY, 3UQ3, 5FWK, 5FWL, 5FWM, 5FWP, 5UC4, 5UCH, 5UCI, 5UCJ, 6N8W, 6N8Y, 7ULJ, 7Z37, 7Z38, 7ZR0, 7ZR5, 7ZR6, 7ZUB, 8EOA, 8EOB, 8GAE, 8GFT, 8QMO"
1356,ARAF,BRAF,P10398,P28028,"1WXM, 2MSE, 9AXM",No 3D Structure
1357,OSM,IL6ST,O45346,P40189,No 3D Structure,"1BJ8, 1BQU, 1I1R, 1P9M, 1PVH, 3L5H, 3L5I, 3L5J, 7U7N, 8D6A, 8D74, 8D7R, 8D82, 8D85, 8DPS, 8DPT, 8DPU, 8UPA, 8V29, 8V2A"
1358,FOXO3,TP53,Q9WVH4,Q12888,No 3D Structure,"1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
1359,BDNF,SORT1,P23560,Q6NUT7,"1B8M, 1BND",No 3D Structure
1360,BCL2,SOD1,Q9JJV8,P15107,No 3D Structure,1XSO
1361,TRADD,TRAF6,Q3U0V2,B6CJY4,No 3D Structure,No 3D Structure
1362,APOL1,APOA1,O14791,P0DMA9,"7L6K, 7LF7, 7LFA, 7LFB, 7LFD",No 3D Structure
1363,PSMA1,PSMA5,Q9V2V6,P28066,No 3D Structure,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
1364,PSMA1,PSMA6,Q9V2V6,P60900,No 3D Structure,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
1365,PSMD12,PSMD14,O00232,O35593,"5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
1366,PSMC1,PSMD14,P62191,O35593,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
1367,PSMC3,PSMD4,P17980,O35226,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
1368,PSMA5,PSMD14,P28066,O35593,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
1369,PSMC3,PSMD14,P17980,O35593,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
1370,PSMC1,PSMD4,P62191,O35226,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
1371,PSMA1,PSMA4,Q9V2V6,P25789,No 3D Structure,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
